category,title,price,link,image,description,top,middle,base
Women,"Ariana Grande, Cloud Edp 100Ml W Gift Set","KSh15,300.00",https://cierraperfumes.com/product/ariana-grande-cloud-edp-100ml-w-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ariana-Grande-Cloud-Edp-100ml-W-Gift-Set.jpeg?resize=300%2C300&ssl=1,"Cloud is a Fruity Floral Gourmand for women, created by Clement Gavarry and launched in 2018 by pop star Ariana Grande. The fragrance contains top notes of Lavender, Pear and Bergamot; heart notes of Whipped Cream, Praline, Coconut and Vanilla Orchid; and a base of Musk and Woody notes. As with all Ariana Grande fragrances, this is fun, light, youthful and sweet. The scent is a wonderful one that can be worn all year round, but is certainly more well suited to the colder days of the year due to it’s over arching cosiness.",The set contains:,Eau de Parfum 100 mlBody Souffle 100 mlShower And Bath Gel 100 ml,
Women,"Ariana Grande, Sweet Like Candy Edp 100Ml W","KSh9,400.00",https://cierraperfumes.com/product/ariana-grande-sweet-like-candy-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ariana-Grande-Sweet-Like-Candy-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,Treat yourself to Sweet Like Candy Eau de Parfum by Ariana Grande. Sexy. Playful. Irresistible.,"Sweet Addiction: Sparkling Blackberry, Italian Bergamot, Pear.","Heart – Delightfully Dangerous: Jasmine Sambac, Frangipani, Dewy Honeysuckle.","Sexy Wink, Crème de Casis. Marshmallow, Cashmere Woods, Sexy Vanilla"
Women,"Ariana Grande, Sweet Like Candy Edp 100Ml W Gift Set","KSh10,900.00",https://cierraperfumes.com/product/ariana-grande-sweet-like-candy-edp-100ml-w-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ariana-Grande-Sweet-Like-Candy-Edp-100ml-W-Gift-Set.jpeg?resize=300%2C300&ssl=1,"Sweet Like Candy by Ariana Grande is a sharp, sensuous fragrance that was launched in 2016. Th scent contains top notes of blackberry, bergamot and pear blended with middle notes of jasmine sambac, frangipani, and honeysuckle. Base notes are vanilla and marshmallow.",Set includes:– Ariana Grande Sweet Like Candy Eau de Parfum Spray 100ml– Ariana Grande Sweet Like Candy Body Souffle 100ml– Ariana Grande Sweet Like Candy Shower Gel 100ml,,
Women,"Ariana Grande, Thank You Next Edp 100Ml W","KSh9,800.00",https://cierraperfumes.com/product/ariana-grande-thank-you-next-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ariana-Grande-Thank-You-Next-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,Optimistically outspoken. Playful yet cool. Thank U Next Eau de Parfum by Ariana Grande. The ultimate fragrance for moving on and looking up.,Key Notes,"Top: White Pear, Wild RaspberryHeart: Crème De Coconut, Pink Rose petalsBase: Macaroon Sugar, Velvet Mus",
Women,"Ariana Grande, Thank You Next Edp 100Ml W Gift Set","KSh11,800.00",https://cierraperfumes.com/product/ariana-grande-thank-you-next-edp-100ml-w-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ariana-Grande-Thank-You-Next-Edp-100ml-W-Gift-Set.jpeg?resize=300%2C300&ssl=1,Optimistically Outspoken. Playful Yet Cool.,"Introducing thank u, next Eau de Parfum by Ariana Grande. The Ultimate Fragrance for Moving On and Looking Up.The fragrance for learning, loving, and living life to the fullest with your besties by your side. Ariana’s newest creation is a reflection of her journey – inspiring, strong and full of sass. thank u, next is about going out and getting what you want. Just like Ari, it’s about growing from the past, living life on your own terms and not being afraid to say &emdash; thank u, next!","Thank u, next bursts open with juicy notes of sparkling white pear and wild raspberry that soften with a heart of creamy coconut and delicate pink rose petals. Divine velvety musk infuses classic Ari sass, while macaroon sugar adds playful femininity. Full of attitude, full of sweetness.","FRAGRANCE NOTES◦	Top: White Pear, White Raspberry◦	Mid: Creme de Coconut, Pink Rose Petals◦	Base: Macaroon Sugar, Velvet MuskSET INCLUDES:◦	100ml EDP Spray◦	100ml Body Lotion◦	100ml Shower Gel"
Women,"Armaf, Club De Nuit Edp 105Ml W","KSh6,800.00",https://cierraperfumes.com/product/armaf-club-de-nuit-edp-105ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Armaf-Club-de-Nuit-Edp-105ml-W.jpeg?resize=300%2C300&ssl=1,"Club De Nuit Perfume by Armaf, This lovely, delicate scent has charming floral and fruity aromas dancing within its aromasphere.","Club De Nuit Perfume by Armaf is a refreshing blend of citrus scents, including grapefruit, orange, bergamot, and peach, followed by romantic heart notes of intoxicating flowers like rose, night-blooming jasmine, geranium, and lychee. These delicious fragrances are anchored by finishing notes of vanilla, musk, vetiver, and patchouli. This is a beautiful, seductive fragrance that will give everything you do a touch of grace.",,
Women,"Armaf, Club De Nuit Intense Edp 105Ml W","KSh7,500.00",https://cierraperfumes.com/product/armaf-club-de-nuit-intense-edp-105ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Armaf-Club-de-Nuit-Intense-Edp-105ml-W.jpeg?resize=300%2C300&ssl=1,"Club De Nuit Intense basks in an elegant rose fragrance that highlights the beauty of floral arrangement for sensual but powerful accords. It begins with a topping rose accord touched with geraniums and saffron. The heart blends together spicy elements of caraway with nutmeg, pepper and violet. The base concludes on amber, oud wood, vanilla and patchouli.",,,
Women,"Armaf, Club De Nuit White Imperiale Edp 105Ml W","KSh9,700.00",https://cierraperfumes.com/product/armaf-club-de-nuit-white-imperiale-edp-105ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Armaf-Club-de-Nuit-White-Imperiale-Edp-105ml-W.jpeg?resize=300%2C300&ssl=1,"Bold, Fresh, Classy – stand out with this musky, fruity-rose fragrance that leaves a trail of elegance as you walk past. It opens with the sweetness of Litchi and fresh fruits, blooming into its main heart of jammy, soft Rose, as bold spices coat the sweetness with a mellow musk for a scent that lasts beyond dusk.","Top notes: Litchi, Bergamot & Nutmeg.Middle notes: Turkish Rose, Peony, Musk & Vanilla.Base notes: Cashmeran, Cedar, Incense & Vetiver.",,
Women,"Arteolfatto, Tuberose Vanilla Edp 100Ml W","KSh21,400.00",https://cierraperfumes.com/product/arteolfatto-tuberose-vanilla-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Arteolfatto-Tuberose-Vanilla-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Tuberose Vanilla is a sensual fragrance created with Tuberose. Powerful nocturnal flower with sweet and narcotic notes with a humid, earthy and magnetic background. The realization of this fragrance is represented by a hypnotic tuberose, masked by notes of vanilla and jasmine. A perfume with a bewitching and seductive trail to wear with the awareness of not going unnoticed",,,
Women,"Attar Collection, Crystal Love For Her Edp 100Ml W","KSh13,000.00",https://cierraperfumes.com/product/attar-collection-crystal-love-for-her-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Attar-Collection-Crystal-Love-for-Her-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"This fragrance is the elixir of love. It is like a union of two lovers. It was inspired by a famous Middle Eastern legend about the love between beautiful Leyla and Arab poet-bedouin Majnun. From the first notes, the perfume strikes you with its uniqueness and pure luxury. The fragrance is saturated with seductive notes of warm bourbon vanilla. In the heart of the scent, there is spicy nutmeg with a combination of a cloud of sensual white musk, which lies on a substrate of milk chocolate.",,,
Women,"Attar Collection, The Queen Of Sheba Edp 100Ml W","KSh13,900.00",https://cierraperfumes.com/product/attar-collection-the-queen-of-sheba-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Attar-Collection-The-Queen-of-Sheba-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"The name “Queen of Sheba” evokes memories of this mysterious Oriental queen, reputed to hail from Ethiopia. Laden with treasures of gold and fragrant spices, she came to ancient Jerusalem to test the wisdom of King Solomon. She vanished from history but her memory remains, lingering in an exotic perfume that is “fit for a queen!” The queen of Sheeba, is a “Black Masterpiece” launched in 2015, featuring classic oriental fragrance in special luxury packaging. The Queen of sheba seduces you with its warm glamour and elegance. she is powerful, and captivated. The fragrance opens with sambac jasmine enhanced with osmanthus’s fruity, apricot-like effect. The floral heart combines May rose, tuberose and Egyptian narcissus. The woody trail is composed of cedar and vetiver.","Top note: Peach, Abricot, Vetiver, Narcissus","Heart note: Jasmine, Rose, Cedarwood, Cashmeran","Base note: Osmanthus, White Musk, Patchouli, Sandal"
Women,"Azzaro, Wanted Girl Edp 80Ml W","KSh10,200.00",https://cierraperfumes.com/product/azzaro-wanted-girl-edp-80ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Azzaro-Wanted-Girl-Edp-80ml-W.jpeg?resize=300%2C300&ssl=1,"Make your presence known and be the talk of the town when you’re wearing Azzaro Wanted Girl, a tantalizing women’s fragrance. This enticing perfume blends floral, aromatic and spicy accords for a dazzling result that’s both highly feminine and endlessly alluring.","Top notes of juicy pomegranate seed, breezy orange blossom, light ginger flower and bold pink pepper open the scent with a powerful burst of intensity, while",Heart notes of exotic datura and dulce de leche lend a sweet softness to the mix.,"Helping to balance the entire concoction are base notes of creamy tonka bean, earthy patchouli and Haitian vetiver for a stunning and mystifying aroma that’s sure to catch the attention of anyone nearby."
Women,"Azzaro, Wanted Girl Edp 80Ml W Gift Set","KSh11,600.00",https://cierraperfumes.com/product/azzaro-wanted-girl-edp-80ml-w-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/1000091751.jpg?resize=300%2C300&ssl=1,"Somewhere between heritage and modernity, Azzaro has envisioned a brilliant Eau de Parfum as an ode to this untamable beauty tinged with panache and overflowing with charm. The ultimate dose of dazzling femininity drenched with sun and advocating la bella vita: Wanted Girl. A radiant, explosive, and gourmand fragrance housed in a delicate flower-shaped bottle.",A Floral Oriental Gourmand fragrance with three all-new accords for three-dimensional florality:– At its dawn: Ginger flower– At its zenith: Dulce de leche*– At its dusk: Haitian vetiver*,Set includes:– Azzaro Wanted Girl Eau de Parfum Spray 80ml– Azzaro Wanted Girl Eau de Parfum Spray 7.5ml– Azzaro Wanted Girl Body Lotion 100ml–,
Women,"Azzaro, Wanted Girl Tonic Edt 80Ml W","KSh7,900.00",https://cierraperfumes.com/product/azzaro-wanted-girl-tonic-edt-80ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Azzaro-Wanted-Girl-Tonic-Edt-80Ml-W.jpeg?resize=300%2C300&ssl=1,"Wanted Girl Tonic by Azzaro is a Floral Fruity fragrance for women. A casual chic elegant fragrance that redefines the rules of the game like a weapon of seduction with a fresh and addictive fragrance. The Wanted Girl Tonic woman is overflowing with invigorating energy. The fragrance begins with the aroma of ginger and kiwi fruit, followed by flowers of datura and acai berries in the heart, and finished with woody herbal bamboo, as well as balsamic, almond tonka.",Fragrance Notes:– Top Notes: Kiwi and Ginger– Middle Notes: Acai berry and Datura– Base Notes: Bamboo and Tonka Bean,,
Women,"Balenciaga, Flora Botanica Edp 100Ml W","KSh13,100.00",https://cierraperfumes.com/product/balenciaga-flora-botanica-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Balenciaga-Flora-Botanica-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Balenciaga, Flora Botanica Edp 100Ml W",,,
Women,"Barcelona, Pure Custo Edt 100Ml W","KSh4,700.00",https://cierraperfumes.com/product/barcelona-pure-custo-edt-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Barcelona-Pure-Custo-Edt-100ml-W.jpeg?resize=300%2C300&ssl=1,Pure Custo Barcelona Man by Custo Barcelona is a Amber fragrance for men,"The top note sparkles with citrics such as bergamot, lemon and tangerine, contrasting with the floral note provided by neroli. Vegetal amber and cedar contribute masculinity and mystery.",The middle note reveals the exotic spirit of the fragrance with a floral nuance.,"The bottom note is elegant and sensual thanks to the blend of oriental notes, between incense and Tonka beans, with the strength of patchouli and the wild nature of musk."
Women,"Bdk Parfums, Pas Ce Soir Edp 100Ml U","KSh23,300.00",https://cierraperfumes.com/product/bdk-parfums-pas-ce-soir-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Bdk-Parfums-Pas-Ce-Soir-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,"Inspired by an independent, mysterious and sensual Parisian woman, the Pas Ce Soir eau de parfum 100ml from Bdk Parfums forms part of La Collection Parisienne. Fruity, spicy and warm, it opens with black pepper and ginger, develops with sweet orange blossom and lingers with patchouli of Singapore.",Top notes:Black pepperGingerMandarin,Heart notes:Moroccan jasmineQuince chutneyOrange blossom,Base notes:CashmeranPatchouli of SingapourAmber wood
Women,"Beyonce, Rise Edp 100Ml W","KSh4,400.00",https://cierraperfumes.com/product/beyonce-rise-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Beyonce-Rise-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Rise is a rich and alluring fragrance inspired by a woman’s individuality, strength and beauty.","The luminous floral features beautiful top notes of Italian Bergamot, Golden Apricot and Iced Basil Sorbet; Luscious middle notes of Gold Symphony Orchid, Freesia Blossom and Natural Jasmine Sambac, and sensual base notes of Autumn Woods Accord, Cashmere Musk and Vetiver Extract.","The spirit of Rise encourages women to be all that they can be, in a powerful day to night fragrance.",
Women,"Billie Eilish, Eilish Edp 100Ml W","KSh10,400.00",https://cierraperfumes.com/product/billie-eilish-eilish-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Billie-Eilish-Eilish-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Eilish Eau de Parfum is a captivating Amber Gourmand fragrance featuring notes of sugared petals, creamy vanilla, and warm musks.",Key Notes,"Top – sugared petals, mandarin, warm berriescreamy vanilla, soft spices, cocoaBase – sleek woods, warm musks, tonka beans",
Women,"BILLIE EILISH, NO.3 EDP 100ML W","KSh10,700.00",https://cierraperfumes.com/product/billie-eilish-no-3-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/BILLIE-EILISH-NO.3-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,"Eilish No. 3 is a tantalizing fragrance that opens with a blend of grapefruit, pink peppercorn, and jasmine. It unfolds into spicy hints of saffron, fresh fir needle, and creamy cedar. At the base, velvety notes of amber and earthy oakmoss intertwine in perfect harmony. As a whisper of skin musk emerges, it leaves an unforgettable impression.",,,
Women,"Bond No 9, Gold Coast Edp 100Ml W","KSh45,400.00",https://cierraperfumes.com/product/bond-no-9-gold-coast-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Bond-No-9-Gold-Coast-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,Celebrating the timeless grandeur and youthful vibrancy of one of the city’s most historic neighborhoods.An elegant olfactive ode to old—and new—New York. A soft yet energetic modern rose.,"Notes: Lychee, Apricot, Red Apple, Rose Essence, Watermelon, Rose Absolute, Cedarwood Essence, Vanilla and Musk",,
Women,"Bond No 9, The Scent Of Peace Edp 100Ml W","KSh47,000.00",https://cierraperfumes.com/product/bond-no-9-the-scent-of-peace-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Bond-No-9-The-Scent-Of-Peace-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"The most beautifully civic-minded unisex fragrance ever devised. Notes of sparkling, energizing grapefruit and blackcurrant are balanced by the sheer loveliness of lily of the valley, and mellow base notes of cedar wood and musk. Made in USA.",NOTESGrapefruitBlack currantLily of the valleyHedioneCedarwoodMusk,,
Women,"BOTTEGA VENETA, EDP 75ML W","KSh21,500.00",https://cierraperfumes.com/product/bottega-veneta-edp-75ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/BOTTEGA-VENETA-EDP-75ML-W-1.jpeg?resize=300%2C300&ssl=1,"Bottega Veneta’s first fragrance was inspired by the Venetian countryside, and an image of an elegant and austere old villa nestled in the land, soaking up the warmth, the sunshine, and the gentle sound of cicadas.","A leathery floral chypre, the scent evokes the sensuality and suppleness of the brand’s renowned leather goods and the fresh meadows, mown hay, flowers, earth and wood of the Venetian countryside.With a chypre base, the fragrance combines bergamot, patchouli and oak moss, with sensual floral and spicy components gesturing toward the East, a recollection of Venice’s place at the end of the Silk Road. Natural ingredients trace a global path: there is bergamot from Italy, Jasmine Sambac picked in India, pink peppercorns from Brazil, and patchouli from Indonesia.","Top notes: Pink pepper, bergamot",Heart notes: Jasmine
